tier,defense,scheme,q_attack_frac,tpr_mean,tpr_ci95,inversion_rate,edge_evasion_rate,op_count,cost_vs_T1,complexity,measured_threshold_z,forge,w_m,m
V1,D3_RHMD,T_median,0.1,0.402333,0.04892,0.0,0.11,16,2.29,O(k log k),2.0832,,0.9,0.2762
V1,D3_RHMD,T4_EigenTrust,0.1,0.128333,0.0347,0.18,0.11,11400,1628.57,O(iters * E),2.0832,,0.9,0.2762
V1,D3_RHMD,T_meanvar_z,0.1,0.579667,0.046707,0.0,0.11,18,2.57,O(k),2.0832,,0.9,0.2762
V1T,D3_RHMD,T1_mean,0.1,0.509667,0.049236,0.0,0.07,7,1.0,O(k),2.0832,,0.9,0.2624
V1T,D3_RHMD,T2_SL,0.1,0.509667,0.049236,0.0,0.07,20,2.86,O(k),2.0832,,0.9,0.2624
V1T,D3_RHMD,T3_Beta,0.1,0.509667,0.049236,0.0,0.07,20,2.86,O(k),2.0832,,0.9,0.2624
V1T,D3_RHMD,T5_TFLDT,0.1,0.509667,0.049017,0.0,0.07,20,2.86,O(k + deg),2.0832,,0.9,0.2624
V1T,D3_RHMD,T_max,0.1,0.509667,0.043171,0.0,0.07,6,0.86,O(k),2.0832,,0.9,0.2624
V1T,D3_RHMD,T_median,0.1,0.347,0.047686,0.0,0.07,16,2.29,O(k log k),2.0832,,0.9,0.2624
V1T,D3_RHMD,T4_EigenTrust,0.1,0.125,0.033921,0.2,0.07,11400,1628.57,O(iters * E),2.0832,,0.9,0.2624
V1T,D3_RHMD,T_meanvar_z,0.1,0.543,0.047416,0.0,0.07,18,2.57,O(k),2.0832,,0.9,0.2624
V0,D3_RHMD,T1_mean,0.2,0.425333,0.049809,0.01,0.02,7,1.0,O(k),2.0832,0.15,,
V0,D3_RHMD,T2_SL,0.2,0.425333,0.049809,0.01,0.02,20,2.86,O(k),2.0832,0.15,,
V0,D3_RHMD,T3_Beta,0.2,0.425333,0.049809,0.01,0.02,20,2.86,O(k),2.0832,0.15,,
V0,D3_RHMD,T5_TFLDT,0.2,0.418667,0.051329,0.0,0.02,20,2.86,O(k + deg),2.0832,0.15,,
V0,D3_RHMD,T_max,0.2,0.943333,0.018699,0.0,0.02,6,0.86,O(k),2.0832,0.15,,
V0,D3_RHMD,T_median,0.2,0.091667,0.026823,0.58,0.02,16,2.29,O(k log k),2.0832,0.15,,
V0,D3_RHMD,T4_EigenTrust,0.2,0.13,0.035839,0.24,0.02,11400,1628.57,O(iters * E),2.0832,0.15,,
V0,D3_RHMD,T_meanvar_z,0.2,0.916667,0.021529,0.0,0.02,18,2.57,O(k),2.0832,0.15,,
V0T,D3_RHMD,T1_mean,0.2,0.425333,0.049809,0.01,0.02,7,1.0,O(k),2.0832,0.15,,
V0T,D3_RHMD,T2_SL,0.2,0.425333,0.049809,0.01,0.02,20,2.86,O(k),2.0832,0.15,,
V0T,D3_RHMD,T3_Beta,0.2,0.425333,0.049809,0.01,0.02,20,2.86,O(k),2.0832,0.15,,
V0T,D3_RHMD,T5_TFLDT,0.2,0.418667,0.051329,0.0,0.02,20,2.86,O(k + deg),2.0832,0.15,,
V0T,D3_RHMD,T_max,0.2,0.943333,0.018699,0.0,0.02,6,0.86,O(k),2.0832,0.15,,
V0T,D3_RHMD,T_median,0.2,0.091667,0.026823,0.58,0.02,16,2.29,O(k log k),2.0832,0.15,,
V0T,D3_RHMD,T4_EigenTrust,0.2,0.13,0.035839,0.24,0.02,11400,1628.57,O(iters * E),2.0832,0.15,,
V0T,D3_RHMD,T_meanvar_z,0.2,0.916667,0.021529,0.0,0.02,18,2.57,O(k),2.0832,0.15,,
V1,D3_RHMD,T1_mean,0.2,0.795,0.039902,0.0,0.15,7,1.0,O(k),2.0832,,0.8,0.3056
V1,D3_RHMD,T2_SL,0.2,0.795,0.039902,0.0,0.15,20,2.86,O(k),2.0832,,0.8,0.3056
V1,D3_RHMD,T3_Beta,0.2,0.795,0.039902,0.0,0.15,20,2.86,O(k),2.0832,,0.8,0.3056
V1,D3_RHMD,T5_TFLDT,0.2,0.765,0.039423,0.0,0.15,20,2.86,O(k + deg),2.0832,,0.8,0.3056
V1,D3_RHMD,T_max,0.2,0.746667,0.038422,0.0,0.15,6,0.86,O(k),2.0832,,0.8,0.3056
V1,D3_RHMD,T_median,0.2,0.636667,0.045107,0.0,0.15,16,2.29,O(k log k),2.0832,,0.8,0.3056
V1,D3_RHMD,T4_EigenTrust,0.2,0.17,0.039665,0.12,0.15,11400,1628.57,O(iters * E),2.0832,,0.8,0.3056
V1,D3_RHMD,T_meanvar_z,0.2,0.795,0.03622,0.0,0.15,18,2.57,O(k),2.0832,,0.8,0.3056
V1T,D3_RHMD,T1_mean,0.2,0.756667,0.041637,0.0,0.11,7,1.0,O(k),2.0832,,0.8,0.2898
V1T,D3_RHMD,T2_SL,0.2,0.756667,0.041637,0.0,0.11,20,2.86,O(k),2.0832,,0.8,0.2898
V1T,D3_RHMD,T3_Beta,0.2,0.756667,0.041637,0.0,0.11,20,2.86,O(k),2.0832,,0.8,0.2898
V1T,D3_RHMD,T5_TFLDT,0.2,0.723333,0.041326,0.0,0.11,20,2.86,O(k + deg),2.0832,,0.8,0.2898
V1T,D3_RHMD,T_max,0.2,0.726667,0.038152,0.0,0.11,6,0.86,O(k),2.0832,,0.8,0.2898
V1T,D3_RHMD,T_median,0.2,0.575,0.049656,0.0,0.11,16,2.29,O(k log k),2.0832,,0.8,0.2898
V1T,D3_RHMD,T4_EigenTrust,0.2,0.165,0.039259,0.13,0.11,11400,1628.57,O(iters * E),2.0832,,0.8,0.2898
V1T,D3_RHMD,T_meanvar_z,0.2,0.763333,0.039172,0.0,0.11,18,2.57,O(k),2.0832,,0.8,0.2898
V0,D3_RHMD,T1_mean,0.3,0.866667,0.036263,0.0,0.02,7,1.0,O(k),2.0832,0.2,,
V0,D3_RHMD,T2_SL,0.3,0.866667,0.036263,0.0,0.02,20,2.86,O(k),2.0832,0.2,,
V0,D3_RHMD,T3_Beta,0.3,0.866667,0.036263,0.0,0.02,20,2.86,O(k),2.0832,0.2,,
V0,D3_RHMD,T5_TFLDT,0.3,0.835,0.037288,0.0,0.02,20,2.86,O(k + deg),2.0832,0.2,,
V0,D3_RHMD,T_max,0.3,0.988333,0.009577,0.0,0.02,6,0.86,O(k),2.0832,0.2,,
V0,D3_RHMD,T_median,0.3,0.316667,0.045135,0.03,0.02,16,2.29,O(k log k),2.0832,0.2,,
V0,D3_RHMD,T4_EigenTrust,0.3,0.166667,0.041787,0.12,0.02,11400,1628.57,O(iters * E),2.0832,0.2,,
V0,D3_RHMD,T_meanvar_z,0.3,0.978333,0.011041,0.0,0.02,18,2.57,O(k),2.0832,0.2,,
V0T,D3_RHMD,T1_mean,0.3,0.866667,0.036263,0.0,0.02,7,1.0,O(k),2.0832,0.2,,
V0T,D3_RHMD,T2_SL,0.3,0.866667,0.036263,0.0,0.02,20,2.86,O(k),2.0832,0.2,,
V0T,D3_RHMD,T3_Beta,0.3,0.866667,0.036263,0.0,0.02,20,2.86,O(k),2.0832,0.2,,
V0T,D3_RHMD,T5_TFLDT,0.3,0.835,0.037288,0.0,0.02,20,2.86,O(k + deg),2.0832,0.2,,
V0T,D3_RHMD,T_max,0.3,0.988333,0.009577,0.0,0.02,6,0.86,O(k),2.0832,0.2,,
V0T,D3_RHMD,T_median,0.3,0.316667,0.045135,0.03,0.02,16,2.29,O(k log k),2.0832,0.2,,
V0T,D3_RHMD,T4_EigenTrust,0.3,0.166667,0.041787,0.12,0.02,11400,1628.57,O(iters * E),2.0832,0.2,,
V0T,D3_RHMD,T_meanvar_z,0.3,0.978333,0.011041,0.0,0.02,18,2.57,O(k),2.0832,0.2,,
V1,D3_RHMD,T1_mean,0.3,0.88,0.031858,0.0,0.13,7,1.0,O(k),2.0832,,0.7,0.3127
V1,D3_RHMD,T2_SL,0.3,0.88,0.031858,0.0,0.13,20,2.86,O(k),2.0832,,0.7,0.3127
V1,D3_RHMD,T3_Beta,0.3,0.88,0.031858,0.0,0.13,20,2.86,O(k),2.0832,,0.7,0.3127
V1,D3_RHMD,T5_TFLDT,0.3,0.86,0.034968,0.0,0.13,20,2.86,O(k + deg),2.0832,,0.7,0.3127
V1,D3_RHMD,T_max,0.3,0.85,0.030973,0.0,0.13,6,0.86,O(k),2.0832,,0.7,0.3127
V1,D3_RHMD,T_median,0.3,0.766667,0.03772,0.0,0.13,16,2.29,O(k log k),2.0832,,0.7,0.3127
V1,D3_RHMD,T4_EigenTrust,0.3,0.208333,0.045817,0.04,0.13,11400,1628.57,O(iters * E),2.0832,,0.7,0.3127
V1,D3_RHMD,T_meanvar_z,0.3,0.878333,0.029312,0.0,0.13,18,2.57,O(k),2.0832,,0.7,0.3127
V1T,D3_RHMD,T1_mean,0.3,0.988333,0.011612,0.0,0.2,7,1.0,O(k),2.0832,,0.7,0.4834
V1T,D3_RHMD,T2_SL,0.3,0.988333,0.011612,0.0,0.2,20,2.86,O(k),2.0832,,0.7,0.4834
V1T,D3_RHMD,T3_Beta,0.3,0.988333,0.011612,0.0,0.2,20,2.86,O(k),2.0832,,0.7,0.4834
V1T,D3_RHMD,T5_TFLDT,0.3,0.98,0.018149,0.0,0.2,20,2.86,O(k + deg),2.0832,,0.7,0.4834
V1T,D3_RHMD,T_max,0.3,0.953333,0.016137,0.0,0.2,6,0.86,O(k),2.0832,,0.7,0.4834
V1T,D3_RHMD,T_median,0.3,0.97,0.019357,0.0,0.2,16,2.29,O(k log k),2.0832,,0.7,0.4834
V1T,D3_RHMD,T4_EigenTrust,0.3,0.306667,0.056048,0.01,0.2,11400,1628.57,O(iters * E),2.0832,,0.7,0.4834
V1T,D3_RHMD,T_meanvar_z,0.3,0.978333,0.012846,0.0,0.2,18,2.57,O(k),2.0832,,0.7,0.4834
V0,D3_RHMD,T1_mean,0.4,0.916667,0.028051,0.0,0.03,7,1.0,O(k),2.0832,0.15,,
V0,D3_RHMD,T2_SL,0.4,0.916667,0.028051,0.0,0.03,20,2.86,O(k),2.0832,0.15,,
V0,D3_RHMD,T3_Beta,0.4,0.916667,0.028051,0.0,0.03,20,2.86,O(k),2.0832,0.15,,
V0,D3_RHMD,T5_TFLDT,0.4,0.9,0.033481,0.0,0.03,20,2.86,O(k + deg),2.0832,0.15,,
V0,D3_RHMD,T_max,0.4,0.988333,0.009577,0.0,0.03,6,0.86,O(k),2.0832,0.15,,
V0,D3_RHMD,T_median,0.4,0.427333,0.050045,0.06,0.03,16,2.29,O(k log k),2.0832,0.15,,
V0,D3_RHMD,T4_EigenTrust,0.4,0.193333,0.046365,0.05,0.03,11400,1628.57,O(iters * E),2.0832,0.15,,
V0,D3_RHMD,T_meanvar_z,0.4,0.988333,0.008377,0.0,0.03,18,2.57,O(k),2.0832,0.15,,
V0T,D3_RHMD,T1_mean,0.4,0.916667,0.028051,0.0,0.03,7,1.0,O(k),2.0832,0.15,,
V0T,D3_RHMD,T2_SL,0.4,0.916667,0.028051,0.0,0.03,20,2.86,O(k),2.0832,0.15,,
V0T,D3_RHMD,T3_Beta,0.4,0.916667,0.028051,0.0,0.03,20,2.86,O(k),2.0832,0.15,,
V0T,D3_RHMD,T5_TFLDT,0.4,0.9,0.033481,0.0,0.03,20,2.86,O(k + deg),2.0832,0.15,,
V0T,D3_RHMD,T_max,0.4,0.988333,0.009577,0.0,0.03,6,0.86,O(k),2.0832,0.15,,
V0T,D3_RHMD,T_median,0.4,0.427333,0.050045,0.06,0.03,16,2.29,O(k log k),2.0832,0.15,,
V0T,D3_RHMD,T4_EigenTrust,0.4,0.193333,0.046365,0.05,0.03,11400,1628.57,O(iters * E),2.0832,0.15,,
V0T,D3_RHMD,T_meanvar_z,0.4,0.988333,0.008377,0.0,0.03,18,2.57,O(k),2.0832,0.15,,
V1,D3_RHMD,T1_mean,0.4,0.93,0.026339,0.0,0.14,7,1.0,O(k),2.0832,,0.6,0.3039
V1,D3_RHMD,T2_SL,0.4,0.93,0.026339,0.0,0.14,20,2.86,O(k),2.0832,,0.6,0.3039
V1,D3_RHMD,T3_Beta,0.4,0.93,0.026339,0.0,0.14,20,2.86,O(k),2.0832,,0.6,0.3039
V1,D3_RHMD,T5_TFLDT,0.4,0.915,0.026057,0.0,0.14,20,2.86,O(k + deg),2.0832,,0.6,0.3039
V1,D3_RHMD,T_max,0.4,0.921667,0.022961,0.0,0.14,6,0.86,O(k),2.0832,,0.6,0.3039
V1,D3_RHMD,T_median,0.4,0.821667,0.031917,0.0,0.14,16,2.29,O(k log k),2.0832,,0.6,0.3039
V1,D3_RHMD,T4_EigenTrust,0.4,0.261667,0.048531,0.03,0.14,11400,1628.57,O(iters * E),2.0832,,0.6,0.3039
V1,D3_RHMD,T_meanvar_z,0.4,0.933333,0.023215,0.0,0.14,18,2.57,O(k),2.0832,,0.6,0.3039
V1T,D3_RHMD,T1_mean,0.4,0.995,0.007275,0.0,0.17,7,1.0,O(k),2.0832,,0.6,0.5235
V1T,D3_RHMD,T2_SL,0.4,0.995,0.007275,0.0,0.17,20,2.86,O(k),2.0832,,0.6,0.5235
V1T,D3_RHMD,T3_Beta,0.4,0.995,0.007275,0.0,0.17,20,2.86,O(k),2.0832,,0.6,0.5235
V1T,D3_RHMD,T5_TFLDT,0.4,0.991667,0.013437,0.0,0.17,20,2.86,O(k + deg),2.0832,,0.6,0.5235
V1T,D3_RHMD,T_max,0.4,0.983333,0.009849,0.0,0.17,6,0.86,O(k),2.0832,,0.6,0.5235
V1T,D3_RHMD,T_median,0.4,0.986667,0.012,0.0,0.17,16,2.29,O(k log k),2.0832,,0.6,0.5235
V1T,D3_RHMD,T4_EigenTrust,0.4,0.393333,0.060095,0.0,0.17,11400,1628.57,O(iters * E),2.0832,,0.6,0.5235
V1T,D3_RHMD,T_meanvar_z,0.4,0.993333,0.006434,0.0,0.17,18,2.57,O(k),2.0832,,0.6,0.5235
V0,D3_RHMD,T1_mean,0.5,0.986667,0.010044,0.0,0.03,7,1.0,O(k),2.0832,0.2,,
V0,D3_RHMD,T2_SL,0.5,0.986667,0.010044,0.0,0.03,20,2.86,O(k),2.0832,0.2,,
V0,D3_RHMD,T3_Beta,0.5,0.986667,0.010044,0.0,0.03,20,2.86,O(k),2.0832,0.2,,
V0,D3_RHMD,T5_TFLDT,0.5,0.968333,0.020605,0.0,0.03,20,2.86,O(k + deg),2.0832,0.2,,
V0,D3_RHMD,T_max,0.5,0.99,0.007797,0.0,0.03,6,0.86,O(k),2.0832,0.2,,
V0,D3_RHMD,T_median,0.5,0.871667,0.028567,0.0,0.03,16,2.29,O(k log k),2.0832,0.2,,
V0,D3_RHMD,T4_EigenTrust,0.5,0.263333,0.04983,0.01,0.03,11400,1628.57,O(iters * E),2.0832,0.2,,
V0,D3_RHMD,T_meanvar_z,0.5,0.99,0.007797,0.0,0.03,18,2.57,O(k),2.0832,0.2,,
V0T,D3_RHMD,T1_mean,0.5,0.986667,0.010044,0.0,0.03,7,1.0,O(k),2.0832,0.2,,
V0T,D3_RHMD,T2_SL,0.5,0.986667,0.010044,0.0,0.03,20,2.86,O(k),2.0832,0.2,,
V0T,D3_RHMD,T3_Beta,0.5,0.986667,0.010044,0.0,0.03,20,2.86,O(k),2.0832,0.2,,
V0T,D3_RHMD,T5_TFLDT,0.5,0.968333,0.020605,0.0,0.03,20,2.86,O(k + deg),2.0832,0.2,,
V0T,D3_RHMD,T_max,0.5,0.99,0.007797,0.0,0.03,6,0.86,O(k),2.0832,0.2,,
V0T,D3_RHMD,T_median,0.5,0.871667,0.028567,0.0,0.03,16,2.29,O(k log k),2.0832,0.2,,
V0T,D3_RHMD,T4_EigenTrust,0.5,0.263333,0.04983,0.01,0.03,11400,1628.57,O(iters * E),2.0832,0.2,,
V0T,D3_RHMD,T_meanvar_z,0.5,0.99,0.007797,0.0,0.03,18,2.57,O(k),2.0832,0.2,,
V1,D3_RHMD,T1_mean,0.5,0.948333,0.020605,0.0,0.08,7,1.0,O(k),2.0832,,0.5,0.2794
V1,D3_RHMD,T2_SL,0.5,0.948333,0.020605,0.0,0.08,20,2.86,O(k),2.0832,,0.5,0.2794
V1,D3_RHMD,T3_Beta,0.5,0.948333,0.020605,0.0,0.08,20,2.86,O(k),2.0832,,0.5,0.2794
V1,D3_RHMD,T5_TFLDT,0.5,0.938333,0.023517,0.0,0.08,20,2.86,O(k + deg),2.0832,,0.5,0.2794
V1,D3_RHMD,T_max,0.5,0.956667,0.016494,0.0,0.08,6,0.86,O(k),2.0832,,0.5,0.2794
V1,D3_RHMD,T_median,0.5,0.833333,0.034745,0.0,0.08,16,2.29,O(k log k),2.0832,,0.5,0.2794
V1,D3_RHMD,T4_EigenTrust,0.5,0.296667,0.0497,0.01,0.08,11400,1628.57,O(iters * E),2.0832,,0.5,0.2794
V1,D3_RHMD,T_meanvar_z,0.5,0.958333,0.01698,0.0,0.08,18,2.57,O(k),2.0832,,0.5,0.2794
V1T,D3_RHMD,T1_mean,0.5,0.998333,0.003267,0.0,0.16,7,1.0,O(k),2.0832,,0.5,0.5306
V1T,D3_RHMD,T2_SL,0.5,0.998333,0.003267,0.0,0.16,20,2.86,O(k),2.0832,,0.5,0.5306
V1T,D3_RHMD,T3_Beta,0.5,0.998333,0.003267,0.0,0.16,20,2.86,O(k),2.0832,,0.5,0.5306
V1T,D3_RHMD,T5_TFLDT,0.5,0.993333,0.013067,0.0,0.16,20,2.86,O(k + deg),2.0832,,0.5,0.5306
V1T,D3_RHMD,T_max,0.5,0.986667,0.008907,0.0,0.16,6,0.86,O(k),2.0832,,0.5,0.5306
V1T,D3_RHMD,T_median,0.5,0.993333,0.006434,0.0,0.16,16,2.29,O(k log k),2.0832,,0.5,0.5306
V1T,D3_RHMD,T4_EigenTrust,0.5,0.441667,0.060605,0.0,0.16,11400,1628.57,O(iters * E),2.0832,,0.5,0.5306
V1T,D3_RHMD,T_meanvar_z,0.5,0.995,0.005601,0.0,0.16,18,2.57,O(k),2.0832,,0.5,0.5306
V0,D3_RHMD,T1_mean,0.6,0.996667,0.004596,0.0,0.03,7,1.0,O(k),2.0832,0.2,,
V0,D3_RHMD,T2_SL,0.6,0.996667,0.004596,0.0,0.03,20,2.86,O(k),2.0832,0.2,,
V0,D3_RHMD,T3_Beta,0.6,0.996667,0.004596,0.0,0.03,20,2.86,O(k),2.0832,0.2,,
V0,D3_RHMD,T5_TFLDT,0.6,0.991667,0.00853,0.0,0.03,20,2.86,O(k + deg),2.0832,0.2,,
V0,D3_RHMD,T_max,0.6,0.996667,0.004596,0.0,0.03,6,0.86,O(k),2.0832,0.2,,
V0,D3_RHMD,T_median,0.6,0.998333,0.003267,0.0,0.03,16,2.29,O(k log k),2.0832,0.2,,
V0,D3_RHMD,T4_EigenTrust,0.6,0.335,0.053646,0.0,0.03,11400,1628.57,O(iters * E),2.0832,0.2,,
V0,D3_RHMD,T_meanvar_z,0.6,0.998333,0.003267,0.0,0.03,18,2.57,O(k),2.0832,0.2,,
V0T,D3_RHMD,T1_mean,0.6,0.996667,0.004596,0.0,0.03,7,1.0,O(k),2.0832,0.2,,
V0T,D3_RHMD,T2_SL,0.6,0.996667,0.004596,0.0,0.03,20,2.86,O(k),2.0832,0.2,,
V0T,D3_RHMD,T3_Beta,0.6,0.996667,0.004596,0.0,0.03,20,2.86,O(k),2.0832,0.2,,
V0T,D3_RHMD,T5_TFLDT,0.6,0.991667,0.00853,0.0,0.03,20,2.86,O(k + deg),2.0832,0.2,,
V0T,D3_RHMD,T_max,0.6,0.996667,0.004596,0.0,0.03,6,0.86,O(k),2.0832,0.2,,
V0T,D3_RHMD,T_median,0.6,0.998333,0.003267,0.0,0.03,16,2.29,O(k log k),2.0832,0.2,,
V0T,D3_RHMD,T4_EigenTrust,0.6,0.335,0.053646,0.0,0.03,11400,1628.57,O(iters * E),2.0832,0.2,,
V0T,D3_RHMD,T_meanvar_z,0.6,0.998333,0.003267,0.0,0.03,18,2.57,O(k),2.0832,0.2,,
V1,D3_RHMD,T1_mean,0.6,0.956667,0.017753,0.0,0.05,7,1.0,O(k),2.0832,,0.4,0.2349
V1,D3_RHMD,T2_SL,0.6,0.956667,0.017753,0.0,0.05,20,2.86,O(k),2.0832,,0.4,0.2349
V1,D3_RHMD,T3_Beta,0.6,0.956667,0.017753,0.0,0.05,20,2.86,O(k),2.0832,,0.4,0.2349
V1,D3_RHMD,T5_TFLDT,0.6,0.943333,0.023317,0.0,0.05,20,2.86,O(k + deg),2.0832,,0.4,0.2349
V1,D3_RHMD,T_max,0.6,0.978333,0.011041,0.0,0.05,6,0.86,O(k),2.0832,,0.4,0.2349
V1,D3_RHMD,T_median,0.6,0.88,0.028273,0.0,0.05,16,2.29,O(k log k),2.0832,,0.4,0.2349
V1,D3_RHMD,T4_EigenTrust,0.6,0.375,0.052402,0.0,0.05,11400,1628.57,O(iters * E),2.0832,,0.4,0.2349
V1,D3_RHMD,T_meanvar_z,0.6,0.973333,0.012901,0.0,0.05,18,2.57,O(k),2.0832,,0.4,0.2349
V1T,D3_RHMD,T1_mean,0.6,0.998333,0.003267,0.0,0.15,7,1.0,O(k),2.0832,,0.4,0.5236
V1T,D3_RHMD,T2_SL,0.6,0.998333,0.003267,0.0,0.15,20,2.86,O(k),2.0832,,0.4,0.5236
V1T,D3_RHMD,T3_Beta,0.6,0.998333,0.003267,0.0,0.15,20,2.86,O(k),2.0832,,0.4,0.5236
V1T,D3_RHMD,T5_TFLDT,0.6,0.996667,0.006533,0.0,0.15,20,2.86,O(k + deg),2.0832,,0.4,0.5236
V1T,D3_RHMD,T_max,0.6,0.993333,0.006434,0.0,0.15,6,0.86,O(k),2.0832,,0.4,0.5236
V1T,D3_RHMD,T_median,0.6,0.99,0.009075,0.0,0.15,16,2.29,O(k log k),2.0832,,0.4,0.5236
V1T,D3_RHMD,T4_EigenTrust,0.6,0.501667,0.061858,0.0,0.15,11400,1628.57,O(iters * E),2.0832,,0.4,0.5236
V1T,D3_RHMD,T_meanvar_z,0.6,0.995,0.005601,0.0,0.15,18,2.57,O(k),2.0832,,0.4,0.5236
V0,D3_RHMD,T1_mean,0.7,0.998333,0.003267,0.0,0.03,7,1.0,O(k),2.0832,0.2,,
V0,D3_RHMD,T2_SL,0.7,0.998333,0.003267,0.0,0.03,20,2.86,O(k),2.0832,0.2,,
V0,D3_RHMD,T3_Beta,0.7,0.998333,0.003267,0.0,0.03,20,2.86,O(k),2.0832,0.2,,
V0,D3_RHMD,T5_TFLDT,0.7,0.996667,0.004596,0.0,0.03,20,2.86,O(k + deg),2.0832,0.2,,
V0,D3_RHMD,T_max,0.7,0.996667,0.004596,0.0,0.03,6,0.86,O(k),2.0832,0.2,,
V0,D3_RHMD,T_median,0.7,0.998333,0.003267,0.0,0.03,16,2.29,O(k log k),2.0832,0.2,,
V0,D3_RHMD,T4_EigenTrust,0.7,0.436667,0.055867,0.0,0.03,11400,1628.57,O(iters * E),2.0832,0.2,,
V0,D3_RHMD,T_meanvar_z,0.7,0.998333,0.003267,0.0,0.03,18,2.57,O(k),2.0832,0.2,,
V0T,D3_RHMD,T1_mean,0.7,0.998333,0.003267,0.0,0.03,7,1.0,O(k),2.0832,0.2,,
V0T,D3_RHMD,T2_SL,0.7,0.998333,0.003267,0.0,0.03,20,2.86,O(k),2.0832,0.2,,
V0T,D3_RHMD,T3_Beta,0.7,0.998333,0.003267,0.0,0.03,20,2.86,O(k),2.0832,0.2,,
V0T,D3_RHMD,T5_TFLDT,0.7,0.996667,0.004596,0.0,0.03,20,2.86,O(k + deg),2.0832,0.2,,
V0T,D3_RHMD,T_max,0.7,0.996667,0.004596,0.0,0.03,6,0.86,O(k),2.0832,0.2,,
V0T,D3_RHMD,T_median,0.7,0.998333,0.003267,0.0,0.03,16,2.29,O(k log k),2.0832,0.2,,
V0T,D3_RHMD,T4_EigenTrust,0.7,0.436667,0.055867,0.0,0.03,11400,1628.57,O(iters * E),2.0832,0.2,,
V0T,D3_RHMD,T_meanvar_z,0.7,0.998333,0.003267,0.0,0.03,18,2.57,O(k),2.0832,0.2,,
V1,D3_RHMD,T1_mean,0.7,0.981667,0.011273,0.0,0.07,7,1.0,O(k),2.0832,,0.3,0.1586
V1,D3_RHMD,T2_SL,0.7,0.981667,0.011273,0.0,0.07,20,2.86,O(k),2.0832,,0.3,0.1586
V1,D3_RHMD,T3_Beta,0.7,0.981667,0.011273,0.0,0.07,20,2.86,O(k),2.0832,,0.3,0.1586
V1,D3_RHMD,T5_TFLDT,0.7,0.971667,0.016121,0.0,0.07,20,2.86,O(k + deg),2.0832,,0.3,0.1586
V1,D3_RHMD,T_max,0.7,0.986667,0.008907,0.0,0.07,6,0.86,O(k),2.0832,,0.3,0.1586
V1,D3_RHMD,T_median,0.7,0.926667,0.021936,0.0,0.07,16,2.29,O(k log k),2.0832,,0.3,0.1586
V1,D3_RHMD,T4_EigenTrust,0.7,0.435,0.054523,0.0,0.07,11400,1628.57,O(iters * E),2.0832,,0.3,0.1586
V1,D3_RHMD,T_meanvar_z,0.7,0.986667,0.008907,0.0,0.07,18,2.57,O(k),2.0832,,0.3,0.1586
V1T,D3_RHMD,T1_mean,0.7,0.998333,0.003267,0.0,0.18,7,1.0,O(k),2.0832,,0.3,0.4996
V1T,D3_RHMD,T2_SL,0.7,0.998333,0.003267,0.0,0.18,20,2.86,O(k),2.0832,,0.3,0.4996
V1T,D3_RHMD,T3_Beta,0.7,0.998333,0.003267,0.0,0.18,20,2.86,O(k),2.0832,,0.3,0.4996
V1T,D3_RHMD,T5_TFLDT,0.7,0.993333,0.007934,0.0,0.18,20,2.86,O(k + deg),2.0832,,0.3,0.4996
V1T,D3_RHMD,T_max,0.7,0.995,0.005601,0.0,0.18,6,0.86,O(k),2.0832,,0.3,0.4996
V1T,D3_RHMD,T_median,0.7,0.998333,0.003267,0.0,0.18,16,2.29,O(k log k),2.0832,,0.3,0.4996
V1T,D3_RHMD,T4_EigenTrust,0.7,0.546667,0.060907,0.0,0.18,11400,1628.57,O(iters * E),2.0832,,0.3,0.4996
V1T,D3_RHMD,T_meanvar_z,0.7,0.996667,0.004596,0.0,0.18,18,2.57,O(k),2.0832,,0.3,0.4996
V0,D3_RHMD,T1_mean,0.8,1.0,0.0,0.0,0.05,7,1.0,O(k),2.0832,0.0,,
V0,D3_RHMD,T2_SL,0.8,1.0,0.0,0.0,0.05,20,2.86,O(k),2.0832,0.0,,
V0,D3_RHMD,T3_Beta,0.8,1.0,0.0,0.0,0.05,20,2.86,O(k),2.0832,0.0,,
V0,D3_RHMD,T5_TFLDT,0.8,0.996667,0.004596,0.0,0.05,20,2.86,O(k + deg),2.0832,0.0,,
V0,D3_RHMD,T_max,0.8,0.998333,0.003267,0.0,0.05,6,0.86,O(k),2.0832,0.0,,
V0,D3_RHMD,T_median,0.8,1.0,0.0,0.0,0.05,16,2.29,O(k log k),2.0832,0.0,,
V0,D3_RHMD,T4_EigenTrust,0.8,0.46,0.061091,0.0,0.05,11400,1628.57,O(iters * E),2.0832,0.0,,
V0,D3_RHMD,T_meanvar_z,0.8,1.0,0.0,0.0,0.05,18,2.57,O(k),2.0832,0.0,,
V0T,D3_RHMD,T1_mean,0.8,1.0,0.0,0.0,0.05,7,1.0,O(k),2.0832,0.0,,
V0T,D3_RHMD,T2_SL,0.8,1.0,0.0,0.0,0.05,20,2.86,O(k),2.0832,0.0,,
V0T,D3_RHMD,T3_Beta,0.8,1.0,0.0,0.0,0.05,20,2.86,O(k),2.0832,0.0,,
V0T,D3_RHMD,T5_TFLDT,0.8,0.996667,0.004596,0.0,0.05,20,2.86,O(k + deg),2.0832,0.0,,
V0T,D3_RHMD,T_max,0.8,0.998333,0.003267,0.0,0.05,6,0.86,O(k),2.0832,0.0,,
